_name,GOG Delta Cash no-beta,GOG Cash Gamma (USD),Vega curr. global,Theta curr. global,GOG IR01 (USD),GOG CR01 (USD),GOG PV10% Risky,GOG VoD0 (USD),GOG RR01 (USD),Issuer,Number of securities,Asset Value curr. global,Strike,Underlying Spot,Delta,Delta Cash,FX Rate,GOG FX,FX Delta,TYPESICO,Notional (bonds),Notional (swaps),Clearing ID,Contract size,Instrument type,GOG Instrument Name,Epsilon curr. global,Weighted Vega,Beta,GOG CB Premium (USD),Delta curr. global,Delta long,Delta short,Vega long,Vega short,REF:RIC,GOG_IT Portfolio/Position Code,SMOBook,Allotment,Currency,Nominal,GOG MARK (DLY),Underlying Currency,Instrument code,Folio Path (SLOW!!)
JPY/USD,,,,"2,922.25",,,,,,,"3,301,988,900.40",,,,1.00,,1.00,1.00,,,0.00,0.00,,1.00,Forex,JPY/USD,,,,,,,,,,,-375.00,ACBHG003,FX,USD,,0.01,,67351417,/1/11455/11457/11458/17495/21581/11877/15835/15876
TWD/USD,,,,-8.21,,,,,,,"-7,639,379.99",,,,1.00,,1.00,1.00,,,0.00,0.00,,1.00,Forex,TWD/USD,,,,,,,,,,,-421.00,ACBHG003,FX,USD,,0.03,,67359951,/1/11455/11457/11458/17495/21581/19597
AUD/USD,,,,-20.59,,,,,,,"-1,695,532.35",,,,1.00,,1.00,1.00,,,0.00,0.00,,1.00,Forex,AUD/USD,,,,,,,,,,,-415.00,ACBHG003,FX,USD,,0.77,,67421617,/1/11455/11457/11458/17495/21581/19597
CNH/USD,,,,16.67,,,,,,,"4,399,124.87",,,,1.00,,1.00,1.00,,,0.00,0.00,,1.00,Forex,CNH/USD,,,,,,,,,,,-414.00,ACBHG003,FX,USD,,0.15,,68828928,/1/11455/11457/11458/17495/21581/19597
CNY/USD,,,,"-45,559.58",,,,,,,"-641,215,500.00",,,,1.00,,1.00,1.00,,,0.00,0.00,,1.00,Forex,CNY/USD,,,,,,,,,,,"186,134.00",ACBHG003,FX,USD,,0.14,,67418033,/1/11455/11457/11458/17495/21581/19597
AUD/USD,,,,-60.72,,,,,,,"-5,000,000.00",,,,1.00,,1.00,1.00,,,0.00,0.00,,1.00,Forex,AUD/USD,,,,,,,,,,,"188,075.00",ACBHG003,FX,USD,,0.77,,67421617,/1/11455/11457/11458/17495/21581/19597
SDRLNO NSN 4%/8% 2025,,,,4.69,-19.06,-19.42,-645.97,"-37,476.28",,SDRLNO NSN 4%/8% 2025,0.17,"37,476.28",,,,,1.00,1.00,,,"34,007.00",0.00,,"2,000.00",Bonds,SDRLNO NSN 4%/8% 2025,,,,,,,,,,,"245,724.00",ACBHG003,BOND,USD,"34,007.00",107.74,,70341376,/1/11455/11457/11458/17495/21581/19597
SEADRILL LTD DUMMY1,,,,,,,,,,,"4,000,000.00",,,,1.00,,1.00,1.00,,,0.00,0.00,,1.00,Shares,SEADRILL LTD DUMMY1,,,1.00,,,,,,,,"252,838.00",ACBHG003,EQ,USD,,,USD,70425810,/1/11455/11457/11458/17495/21581/19597
SEADRILL LTD DUMMY2,,,,,,,,,,,"2,425,000.00",,,,1.00,,1.00,1.00,,,0.00,0.00,,1.00,Shares,SEADRILL LTD DUMMY2,,,1.00,,,,,,,,"252,839.00",ACBHG003,EQ,USD,,,USD,70425811,/1/11455/11457/11458/17495/21581/19597
SEADRILL LTD DUMMY3,,,,,,,,,,,"6,400,000.00",,,,1.00,,1.00,1.00,,,0.00,0.00,,1.00,Shares,SEADRILL LTD DUMMY3,,,1.00,,,,,,,,"252,840.00",ACBHG003,EQ,USD,,,USD,70425812,/1/11455/11457/11458/17495/21581/19597
CNH/USD,,,,145.81,,,,,,,"38,487,361.13",,,,1.00,,1.00,1.00,,,0.00,0.00,,1.00,Forex,CNH/USD,,,,,,,,,,,-420.00,ACBHG003,FX,USD,,0.15,,68828928,/1/11455/11457/11458/17495/21581/19597/29037
ES_CBSW_PETROCHI_1.4%_2023_JPM,"1,393,476.43",,,"2,637.05","-1,206.87",,,,,PETROCHINA CO LTD,"300,000.00","4,329,580.75",,,0.55,"153,282.41",1.00,1.00,,,0.00,"4,700,241.55",,1.00,Total Return Swaps,ES_CBSW_PETROCHI_1.4%_2023_JPM,"-1,014.16",,0.11,,"153,282.41","153,282.41",,,,,"219,042.00",ACBHG003,TRS,USD,"4,700,241.55",14.45,,70031275,/1/11455/11457/11458/17495/21581/19597/29037
ES_CBSW_PETROCHI_1.4%_2023_CS,"178,411.43",,,337.63,-154.52,,,,,PETROCHINA CO LTD,"38,410.00","554,330.66",,,0.55,"19,625.26",1.00,1.00,,,0.00,"599,729.90",,1.00,Total Return Swaps,ES_CBSW_PETROCHI_1.4%_2023_CS,-129.85,,0.11,,"19,625.26","19,625.26",,,,,"230,814.00",ACBHG003,TRS,USD,"599,729.90",14.45,,70158251,/1/11455/11457/11458/17495/21581/19597/29037
ES_CBSW_PETROCHI_1.4%_2023_CS2,"660,043.34",,,"1,249.08",-571.65,,,,,PETROCHINA CO LTD,"142,100.00","2,050,778.08",,,0.55,"72,604.77",1.00,1.00,,,0.00,"2,212,748.95",,1.00,Total Return Swaps,ES_CBSW_PETROCHI_1.4%_2023_CS2,-480.37,,0.11,,"72,604.77","72,604.77",,,,,"231,393.00",ACBHG003,TRS,USD,"2,212,748.95",14.45,,70165080,/1/11455/11457/11458/17495/21581/19597/29037
ES_CBSW_PETROCHI_1.4%_2023_CS3,"44,451.90",,,84.12,-38.50,,,,,PETROCHINA CO LTD,"9,570.00","138,113.63",,,0.55,"4,889.71",1.00,1.00,,,0.00,"148,809.96",,1.00,Total Return Swaps,ES_CBSW_PETROCHI_1.4%_2023_CS3,-32.35,,0.11,,"4,889.71","4,889.71",,,,,"231,627.00",ACBHG003,TRS,USD,"148,809.96",14.45,,70167487,/1/11455/11457/11458/17495/21581/19597/29037
ES_CBSW_SBSG_1%_2020_CS,"127,600.80",,,425.07,-116.94,,,,,BAOSHAN IRON & STEEL CO-A,"48,920.00","715,471.01",,,0.36,"146,740.92",1.00,1.00,,,0.00,"806,186.92",,1.00,Total Return Swaps,ES_CBSW_SBSG_1%_2020_CS,,,1.15,,"146,740.92","146,740.92",,,,,"231,708.00",ACBHG003,TRS,USD,"806,186.92",14.64,,70169037,/1/11455/11457/11458/17495/21581/19597/29037
ES_CBSW_PETROCHI_1.4%_2023_CS4,"310,234.30",,,587.10,-268.69,,,,,PETROCHINA CO LTD,"66,790.00","963,908.99",,,0.55,"34,125.77",1.00,1.00,,,0.00,"1,035,752.60",,1.00,Total Return Swaps,ES_CBSW_PETROCHI_1.4%_2023_CS4,-225.79,,0.11,,"34,125.77","34,125.77",,,,,"232,123.00",ACBHG003,TRS,USD,"1,035,752.60",14.45,,70173994,/1/11455/11457/11458/17495/21581/19597/29037
ES_CBSW_SBSG_1%_2020_CS1,"242,942.32",,,809.29,-222.65,,,,,BAOSHAN IRON & STEEL CO-A,"93,140.00","1,362,202.99",,,0.36,"279,383.67",1.00,1.00,,,0.00,"1,512,127.90",,1.00,Total Return Swaps,ES_CBSW_SBSG_1%_2020_CS1,,,1.15,,"279,383.67","279,383.67",,,,,"232,126.00",ACBHG003,TRS,USD,"1,512,127.90",14.64,,70174001,/1/11455/11457/11458/17495/21581/19597/29037
ES_CBSW_PETROCHI_1.4%_2023_CS5,"785,316.87",,,"1,486.15",-680.15,,,,,PETROCHINA CO LTD,"169,070.00","2,440,007.39",,,0.55,"86,384.86",1.00,1.00,,,0.00,"2,624,067.84",,1.00,Total Return Swaps,ES_CBSW_PETROCHI_1.4%_2023_CS5,-571.55,,0.11,,"86,384.86","86,384.86",,,,,"232,473.00",ACBHG003,TRS,USD,"2,624,067.84",14.45,,70177239,/1/11455/11457/11458/17495/21581/19597/29037
ES_CBSW_SBSG_1%_2020_CS2,"149,589.25",,,498.31,-137.09,,,,,BAOSHAN IRON & STEEL CO-A,"57,350.00","838,762.52",,,0.36,"172,027.63",1.00,1.00,,,0.00,"938,739.21",,1.00,Total Return Swaps,ES_CBSW_SBSG_1%_2020_CS2,,,1.15,,"172,027.63","172,027.63",,,,,"232,475.00",ACBHG003,TRS,USD,"938,739.21",14.64,,70177242,/1/11455/11457/11458/17495/21581/19597/29037
ES_CBSW_PETROCHI_1.4%_2023_CS6,"649,267.12",,,"1,228.69",-562.32,,,,,PETROCHINA CO LTD,"139,780.00","2,017,295.99",,,0.55,"71,419.38",1.00,1.00,,,0.00,"2,174,613.37",,1.00,Total Return Swaps,ES_CBSW_PETROCHI_1.4%_2023_CS6,-472.53,,0.11,,"71,419.38","71,419.38",,,,,"232,810.00",ACBHG003,TRS,USD,"2,174,613.37",14.45,,70179611,/1/11455/11457/11458/17495/21581/19597/29037
ES_CBSW_SBSG_1%_2020_CS3,521.67,,,1.74,-0.48,,,,,BAOSHAN IRON & STEEL CO-A,200.00,"2,925.07",,,0.36,599.92,1.00,1.00,,,0.00,"3,288.92",,1.00,Total Return Swaps,ES_CBSW_SBSG_1%_2020_CS3,,,1.15,,599.92,599.92,,,,,"232,811.00",ACBHG003,TRS,USD,"3,288.92",14.64,,70179639,/1/11455/11457/11458/17495/21581/19597/29037
ES_CBSW_PETROCHI_1.4%_2023_CS7,"86,256.19",,,163.23,-74.71,,,,,PETROCHINA CO LTD,"18,570.00","268,001.05",,,0.55,"9,488.18",1.00,1.00,,,0.00,"288,887.92",,1.00,Total Return Swaps,ES_CBSW_PETROCHI_1.4%_2023_CS7,-62.78,,0.11,,"9,488.18","9,488.18",,,,,"233,224.00",ACBHG003,TRS,USD,"288,887.92",14.45,,70185851,/1/11455/11457/11458/17495/21581/19597/29037
ES_CBSW_PETROCHI_1.4%_2023_CS8,"677,554.69",,,"1,282.22",-586.82,,,,,PETROCHINA CO LTD,"145,870.00","2,105,186.48",,,0.55,"74,531.02",1.00,1.00,,,0.00,"2,237,237.36",,1.00,Total Return Swaps,ES_CBSW_PETROCHI_1.4%_2023_CS8,-493.12,,0.11,,"74,531.02","74,531.02",,,,,"238,573.00",ACBHG003,TRS,USD,"2,237,237.36",14.45,,70256795,/1/11455/11457/11458/17495/21581/19597/29037
ES_CBSW_SBSG_1%_2020_CS4,"1,291,788.56",,,"4,303.23","-1,183.87",,,,,BAOSHAN IRON & STEEL CO-A,"495,250.00","7,243,193.36",,,0.36,"1,485,556.84",1.00,1.00,,,0.00,"7,889,625.69",,1.00,Total Return Swaps,ES_CBSW_SBSG_1%_2020_CS4,,,1.15,,"1,485,556.84","1,485,556.84",,,,,"238,574.00",ACBHG003,TRS,USD,"7,889,625.69",14.64,,70256796,/1/11455/11457/11458/17495/21581/19597/29037
ES_CBSW_PETROCHI_1.4%_2023_CS9,"998,425.86",,,"1,889.45",-864.72,,,,,PETROCHINA CO LTD,"214,950.00","3,102,144.61",,,0.55,"109,826.84",1.00,1.00,,,0.00,"3,293,204.41",,1.00,Total Return Swaps,ES_CBSW_PETROCHI_1.4%_2023_CS9,-726.64,,0.11,,"109,826.84","109,826.84",,,,,"243,798.00",ACBHG003,TRS,USD,"3,293,204.41",14.45,,70319571,/1/11455/11457/11458/17495/21581/19597/29037
ES_CBSW_SBSG_1%_2020_BNP8,"6,782,691.98",,,"22,594.64","-6,216.04",,,,,BAOSHAN IRON & STEEL CO-A,"2,600,370.00","38,031,262.44",,,0.36,"7,800,095.78",1.00,1.00,,,0.00,"38,662,985.21",,1.00,Total Return Swaps,ES_CBSW_SBSG_1%_2020_BNP8,,,1.15,,"7,800,095.78","7,800,095.78",,,,,"268,874.00",ACBHG003,TRS,USD,"38,662,985.21",14.64,,70574414,/1/11455/11457/11458/17495/21581/19597/29037
ES_CBSW_PETROCHI_1.4%_2023_BNP15,"8,425,748.13",,,"15,945.10","-7,297.43",,,,,PETROCHINA CO LTD,"1,813,970.00","26,179,098.64",,,0.55,"926,832.29",1.00,1.00,,,0.00,"26,484,243.89",,1.00,Total Return Swaps,ES_CBSW_PETROCHI_1.4%_2023_BNP15,"-6,132.18",,0.11,,"926,832.29","926,832.29",,,,,"268,885.00",ACBHG003,TRS,USD,"26,484,243.89",14.45,,70574476,/1/11455/11457/11458/17495/21581/19597/29037
ES_600019CH(5.75m@5)_UBS,"-837,087.33",,,-22.01,0.00,,,,,,"-808,000.00","-837,087.33",,,0.14,"-837,087.33",1.00,1.00,,,0.00,"-1,405,292.99",,1.00,Total Return Swaps,ES_600019CH(5.75m@5)_UBS,,,1.00,,"-837,087.33",,"837,087.33",,,,"215,006.00",ACBHG003,TRS,USD,"-1,405,292.99",1.04,,69972510,/1/11455/11457/11458/17495/21581/19597/29337
ES_600019_C1_BTB_UBS,"-2,011,910.38",,,-52.90,-0.01,,,,,,"-1,942,000.00","-2,011,910.38",,,0.14,"-2,011,910.38",1.00,1.00,,,0.00,"-2,341,622.82",,1.00,Total Return Swaps,ES_600019_C1_BTB_UBS,,,1.00,,"-2,011,910.38",,"2,011,910.38",,,,"250,794.00",ACBHG003,TRS,USD,"-2,341,622.82",1.04,,70397262,/1/11455/11457/11458/17495/21581/19597/29337
KRW/USD,,,,40.49,,,,,,,"1,306,540,582.05",,,,1.00,,1.00,1.00,,,0.00,0.00,,1.00,Forex,KRW/USD,,,,,,,,,,,-303.00,ACBHG003,FX,USD,,0.00,,67417109,/1/11455/11457/11458/17495/21581/12175
KRW/USD,,,,-484.42,,,,,,,"-15,630,478,686.00",,,,1.00,,1.00,1.00,,,0.00,0.00,,1.00,Forex,KRW/USD,,,,,,,,,,,"72,655.00",ACBHG003,FX,USD,,0.00,,67417109,/1/11455/11457/11458/17495/21581/12175
STX CORPORATION,"7,689.47",,,,,,,,,,522.00,"7,688.70",,"16,700.00",1.00,"13,337,622.00",0.00,"1,133.68",,,0.00,0.00,,1.00,Shares,STX CORPORATION,,,1.53,,"11,763.71","13,337,622.00",,,,011810.KS,"74,564.00",ACBHG003,EQ,KRW,,"16,700.00",KRW,67426156,/1/11455/11457/11458/17495/21581/12175
ES_KRA011812120_Internal,,,,,,,,,,,"383,108.00",,,,,,1.00,1.00,,,0.00,"17,168.02",,1.00,Total Return Swaps,ES_KRA011812120_Internal,,,1.53,,,,,,,,"110,872.00",ACBHG003,TRS,USD,"17,168.02",,,68905783,/1/11455/11457/11458/17495/21581/12175
FIDELIX 2% 2020,"461,979.37","46,661.16","4,599.26","1,048.23",-52.40,-54.79,"-8,218.89","-3,146,372.42",,FIDELIX CO,"17,500.00","3,146,056.41","2,190.63","1,785.00",0.01,"523,736,777.31",0.00,"1,133.68",,,"3,500,000,000.00",0.00,,"2,000.00",Convertibles and Indexed,FIDELIX 2% 2020,,0.15,1.00,"33,020.18","461,932.97","523,736,777.31",,"5,214,613.66",,,"183,320.00",ACBHG003,CB,KRW,"3,500,000,000.00",101.89,KRW,69494373,/1/11455/11457/11458/17495/21581/12175
ES_011810KS_BARC(-500@-12.5),"-7,364.65",,,-0.26,0.00,,,,,,-500.00,"-7,364.65",,,0.00,"-11,267.92",1.00,1.00,,,0.00,"-13,074.00",,1.00,Total Return Swaps,ES_011810KS_BARC(-500@-12.5),,,1.53,,"-11,267.92",,"11,267.92",,,,"207,709.00",ACBHG003,TRS,USD,"-13,074.00",14.73,,69878207,/1/11455/11457/11458/17495/21581/12175
ES_011810KS_MER3(-22@-6),-324.04,,,-0.01,0.00,,,,,,-22.00,-324.04,,,0.00,-495.79,1.00,1.00,,,0.00,-483.49,,1.00,Total Return Swaps,ES_011810KS_MER3(-22@-6),,,1.53,,-495.79,,495.79,,,,"245,951.00",ACBHG003,TRS,USD,-483.49,14.73,,70342776,/1/11455/11457/11458/17495/21581/12175
CNY/CNH,,,,"-10,399.81",,,,,,,"-154,606,491.76",,,,1.00,,0.14,6.94,,,0.00,0.00,,1.00,Forex,CNY/CNH,,,,,,,,,,,-321.00,ACBHG003,FX,CNH,,1.00,,68921442,/1/11455/11457/11458/17495/21581/14056
CNH/USD,,,,"-3,846.63",,,,,,,"-1,015,308,788.69",,,,1.00,,1.00,1.00,,,0.00,0.00,,1.00,Forex,CNH/USD,,,,,,,,,,,"114,845.00",ACBHG003,FX,USD,,0.15,,68828928,/1/11455/11457/11458/17495/21581/14056
E FUND MONEY MARKET,,,,0.00,0.00,,,,,Peoples Rep China,0.48,0.07,,,,,0.14,6.94,,,0.48,0.00,,0.01,Bonds,E FUND MONEY MARKET,,,,,,,,,,,"119,995.00",ACBHG003,BOND,CNH,0.48,100.00,,68942511,/1/11455/11457/11458/17495/21581/14056
USD/CNH,,,,"3,402.49",,,,,,,"-129,405,607.59",,,,1.00,,0.14,6.94,,,0.00,0.00,,1.00,Forex,USD/CNH,,,,,,,,,,,"122,174.00",ACBHG003,FX,CNH,,6.94,,68828929,/1/11455/11457/11458/17495/21581/14056
USD/HKD,,,,133.51,,,,,,,"-2,569,307.06",,,,1.00,,0.13,7.84,,,0.00,0.00,,1.00,Forex,USD/HKD,,,,,,,,,,,"144,173.00",ACBHG003,FX,HKD,,7.84,,67345666,/1/11455/11457/11458/17495/21581/14056
CNH/CNY,,,,"1,391.25",,,,,,,"-20,666,022.77",,,,1.00,,0.14,6.94,,,0.00,0.00,,1.00,Forex,CNH/CNY,,,,,,,,,,,"166,143.00",ACBHG003,FX,CNY,,1.00,,68906268,/1/11455/11457/11458/17495/21581/14056
CNY/USD,,,,476.45,,,,,,,"6,705,716.96",,,,1.00,,1.00,1.00,,,0.00,0.00,,1.00,Forex,CNY/USD,,,,,,,,,,,"166,147.00",ACBHG003,FX,USD,,0.14,,67418033,/1/11455/11457/11458/17495/21581/14056
CNH/CNY,,,,-854.27,,,,,,,"12,689,517.75",,,,1.00,,0.14,6.94,,,0.00,0.00,,1.00,Forex,CNH/CNY,,,,,,,,,,,-365.00,ACBHG003,FX,CNY,,1.00,,68906268,/1/11455/11457/11458/17495/21581/14056/14775
CNY/SGD,,,,139.36,,,,,,,"2,088,241.12",,,,1.00,,0.73,1.38,,,0.00,0.00,,1.00,Forex,CNY/SGD,,,,,,,,,,,-305.00,ACBHG003,FX,SGD,,0.20,,68838392,/1/11455/11457/11458/17495/21581/12315
USD/SGD,,,,27.22,,,,,,,"-908,126.01",,,,1.00,,0.73,1.38,,,0.00,0.00,,1.00,Forex,USD/SGD,,,,,,,,,,,"82,054.00",ACBHG003,FX,SGD,,1.33,,67360930,/1/11455/11457/11458/17495/21581/12315
CNY/USD,,,,2.09,,,,,,,"29,395.00",,,,1.00,,1.00,1.00,,,0.00,0.00,,1.00,Forex,CNY/USD,,,,,,,,,,,"85,244.00",ACBHG003,FX,USD,,0.14,,67418033,/1/11455/11457/11458/17495/21581/12315
OUEHT 3% 2023,"753,602.93","68,514.47","22,501.33","2,529.15","-1,754.62","-1,814.78","-108,886.53","-8,416,590.20",,OUE HOSPITALITY TRUST,52.00,"8,415,864.23",0.96,0.69,11.58,"747,640.42",0.73,1.38,,,"13,000,000.00",0.00,,"2,500.00",Convertibles and Indexed,OUEHT 3% 2023,-179.89,0.24,0.72,"64,151.15","542,547.31","747,640.42",,"31,007.25",,,"221,781.00",ACBHG003,CB,SGD,"13,000,000.00",89.41,SGD,70067084,/1/11455/11457/11458/17495/21581/12315
OUE 1.5% 2023 (185/170) (HSBC - 04/13),"1,265,422.22","85,966.40","41,855.08","1,381.55",488.14,,,,,,1.00,,,1.45,6.68,"1,394,900.22",0.73,1.38,,,0.00,0.00,,"180,000.00",Interest Rate Derivatives,OUE 1.5% 2023 (185/170) (HSBC - 04/13),,0.32,0.80,,"1,012,250.46","1,394,900.22",,"57,677.09",,,"222,165.00",ACBHG003,ASCO,SGD,"18,000,000.00",,SGD,70070832,/1/11455/11457/11458/17495/21581/12315
OUEHT 3% 2023 (185/170) (HSBC - 04/13),"1,101,419.67","100,136.54","32,886.55","3,205.10",706.21,,,,,,1.00,,,0.69,11.58,"1,092,705.23",0.73,1.38,,,0.00,0.00,,"190,000.00",Interest Rate Derivatives,OUEHT 3% 2023 (185/170) (HSBC - 04/13),-262.92,0.24,0.72,,"792,953.76","1,092,705.23",,"45,318.29",,,"222,166.00",ACBHG003,ASCO,SGD,"19,000,000.00",,SGD,70070837,/1/11455/11457/11458/17495/21581/12315
OUEHT 3% 2023 (450/425) ASCOT (KGI),"289,847.28","26,351.72","8,654.36",851.61,153.15,,,,,,1.00,,,0.69,11.58,"287,554.01",0.73,1.38,,,0.00,0.00,,"50,000.00",Interest Rate Derivatives,OUEHT 3% 2023 (450/425) ASCOT (KGI),-69.19,0.24,0.72,,"208,672.04","287,554.01",,"11,925.87",,,"260,999.00",ACBHG003,ASCO,SGD,"5,000,000.00",,SGD,70484965,/1/11455/11457/11458/17495/21581/12315
TWD/USD,,,,-9.98,,,,,,,"-9,283,495.51",,,,1.00,,1.00,1.00,,,0.00,0.00,,1.00,Forex,TWD/USD,,,,,,,,,,,-284.00,ACBHG003,FX,USD,,0.03,,67359951,/1/11455/11457/11458/17495/21581/12075
TWN/USD,,,,-1.04,,,,,,,"-10,875.00",,,,1.00,,1.00,1.00,,,0.00,0.00,,1.00,Forex,TWN/USD,,,,,,,,,,,-279.00,ACBHG003,FX,USD,,1.00,,68778069,/1/11455/11457/11458/17495/21581/12075
TWD/USD,,,,"-2,129.38",,,,,,,"-1,980,181,775.00",,,,1.00,,1.00,1.00,,,0.00,0.00,,1.00,Forex,TWD/USD,,,,,,,,,,,"73,699.00",ACBHG003,FX,USD,,0.03,,67359951,/1/11455/11457/11458/17495/21581/12075
USD/TWD,,,,"-1,011.84",,,,,,,"30,412,717.35",,,,1.00,,0.03,30.94,,,0.00,0.00,,1.00,Forex,USD/TWD,,,,,,,,,,,"197,387.00",ACBHG003,FX,TWD,,30.36,,67359894,/1/11455/11457/11458/17495/21581/12075
USD/TWD,,,,-0.21,,,,,,,"6,400.57",,,,1.00,,0.03,30.94,,,0.00,0.00,,1.00,Forex,USD/TWD,,,,,,,,,,,-509.00,ACBHG003,FX,TWD,,30.36,,67359894,/1/11455/11457/11458/17495/21581/12075
TWD/USD,,,,8.77,,,,,,,"8,153,240.88",,,,1.00,,1.00,1.00,,,0.00,0.00,,1.00,Forex,TWD/USD,,,,,,,,,,,-427.00,ACBHG003,FX,USD,,0.03,,67359951,/1/11455/11457/11458/17495/21581/12075/29036
TRANSASIA AIRWAYS 0% 2018,0.00,,0.00,"4,217.58",-3.07,-3.07,"-8,123.68","-637,641.02",,TRANSASIA AIRWAYS,11.00,"637,641.02",4.77,,0.00,0.00,1.00,1.00,0.00,,"2,200,000.00",0.00,,"2,000.00",Convertibles and Indexed,TRANSASIA AIRWAYS 0% 2018,,0.00,0.87,0.00,0.00,,0.00,0.00,,,"100,503.00",ACBHG003,CB,USD,"2,200,000.00",28.85,,68878930,/1/11455/11457/11458/17495/21581/12075/29036
GIGASOLAR (235) ASCOT (BNP-06/21),"64,970.64","1,344.58",889.56,193.58,-691.59,,,,,,1.00,,,,0.02,"63,021.52",1.00,1.00,,,0.00,0.00,,"40,000.00",Interest Rate Derivatives,GIGASOLAR (235) ASCOT (BNP-06/21),-289.86,0.02,0.97,,"63,021.52","63,021.52",,889.56,,,"152,324.00",ACBHG003,ASCO,USD,"4,000,000.00",,,69093416,/1/11455/11457/11458/17495/21581/12075/29036
NEO SOLAR 19 (150) (KGI - 10/19),"6,520.39",710.07,189.91,435.98,10.84,,,,,,1.00,,,,0.02,"7,172.43",1.00,1.00,,,0.00,0.00,,"50,000.00",Interest Rate Derivatives,NEO SOLAR 19 (150) (KGI - 10/19),,0.00,1.10,,"7,172.43","7,172.43",,189.91,,,"162,707.00",ACBHG003,ASCO,USD,"5,000,000.00",,,69273754,/1/11455/11457/11458/17495/21581/12075/29036
ENNOCONN 22 (180/170) (KGI - 03/10),"640,250.10","16,469.62","8,633.63","-1,008.99",-480.61,,,,,,0.90,"186,025.54",,,0.03,"640,250.10",1.00,1.00,,,0.00,0.00,,"100,000.00",Interest Rate Derivatives,ENNOCONN 22 (180/170) (KGI - 03/10),,0.10,1.00,"144,614.60","640,250.10","640,250.10",,"8,633.63",,,"166,920.00",ACBHG003,ASCO,USD,"9,000,000.00",2.08,,69317845,/1/11455/11457/11458/17495/21581/12075/29036
ENNOCONN 22 (180/170) (KGI - 07/27),"355,694.50","9,149.79","4,796.46",-560.55,-267.01,,,,,,1.00,"103,347.52",,,0.03,"355,694.50",1.00,1.00,,,0.00,0.00,,"50,000.00",Interest Rate Derivatives,ENNOCONN 22 (180/170) (KGI - 07/27),,0.10,1.00,"80,341.45","355,694.50","355,694.50",,"4,796.46",,,"186,682.00",ACBHG003,ASCO,USD,"5,000,000.00",2.08,,69570366,/1/11455/11457/11458/17495/21581/12075/29036
HON HAI 22 (100/90) (CITI - 11/6),"370,616.13","19,519.88","12,229.66",-369.89,-18.67,,,,,,1.00,"238,776.79",,,0.04,"418,796.22",1.00,1.00,,,0.00,0.00,,"150,000.00",Interest Rate Derivatives,HON HAI 22 (100/90) (CITI - 11/6),,0.08,1.13,"52,061.22","418,796.22","418,796.22",,"12,229.66",,,"197,761.00",ACBHG003,ASCO,USD,"15,000,000.00",1.60,,69753622,/1/11455/11457/11458/17495/21581/12075/29036
ES_CBSW_EVAAIR_0%_2022_UBS,"423,026.21",,,-4.44,-257.28,,,,,EVA AIRWAYS CORP,454.00,"1,516,442.24",,,66.79,"499,170.93",1.00,1.00,,,0.00,"1,552,952.40",,1.00,Total Return Swaps,ES_CBSW_EVAAIR_0%_2022_UBS,-431.74,,1.18,,"499,170.93","499,170.93",,,,,"197,932.00",ACBHG003,TRS,USD,"1,552,952.40","3,340.81",,69756334,/1/11455/11457/11458/17495/21581/12075/29036
ES_CBSW_EVAAIR_0%_2022_UBS2,"419,299.11",,,-4.40,-255.01,,,,,EVA AIRWAYS CORP,450.00,"1,503,081.51",,,66.79,"494,772.95",1.00,1.00,,,0.00,"1,558,170.00",,1.00,Total Return Swaps,ES_CBSW_EVAAIR_0%_2022_UBS2,-427.94,,1.18,,"494,772.95","494,772.95",,,,,"198,314.00",ACBHG003,TRS,USD,"1,558,170.00","3,340.81",,69761785,/1/11455/11457/11458/17495/21581/12075/29036
ES_CBSW_EVAAIR_0%_2022_CS,"2,795,327.41",,,-29.35,"-1,700.08",,,,,EVA AIRWAYS CORP,"3,000.00","10,020,543.42",,,66.79,"3,298,486.34",1.00,1.00,,,0.00,"10,413,757.80",,1.00,Total Return Swaps,ES_CBSW_EVAAIR_0%_2022_CS,"-2,852.91",,1.18,,"3,298,486.34","3,298,486.34",,,,,"200,881.00",ACBHG003,TRS,USD,"10,413,757.80","3,340.81",,69793220,/1/11455/11457/11458/17495/21581/12075/29036
TAIWAN MOBILE 2021 (115) (KGI - 11/30),"2,295,453.72","228,604.03","19,410.13",-710.88,134.20,,,,,,1.00,"301,486.91",,108.00,0.42,"40,478,237.44",0.03,30.94,,,0.00,0.00,,"1,553,000.00",Interest Rate Derivatives,TAIWAN MOBILE 2021 (115) (KGI - 11/30),-753.10,0.39,0.57,,"1,308,284.19","40,478,237.44",,"600,548.43",,,"203,320.00",ACBHG003,ASCO,TWD,"155,300,000.00",6.02,TWD,69820550,/1/11455/11457/11458/17495/21581/12075/29036
ES_CBSW_EVAAIR_0%_2022_UBS4,"326,121.53",,,-3.42,-198.34,,,,,EVA AIRWAYS CORP,350.00,"1,169,063.40",,,66.79,"384,823.41",1.00,1.00,,,0.00,"1,261,208.87",,1.00,Total Return Swaps,ES_CBSW_EVAAIR_0%_2022_UBS4,-332.84,,1.18,,"384,823.41","384,823.41",,,,,"207,683.00",ACBHG003,TRS,USD,"1,261,208.87","3,340.81",,69877831,/1/11455/11457/11458/17495/21581/12075/29036
